parameterId,parameterSet,parameterName,codePath,currentValue,unitSI,sourceClass,claimClass,roleClass,originalSource,sourceLocation,originalValueUnit,conversion,xv15PublicValue,xv15DifferencePercent,optimizable,lowerBound,upperBound,sensitivityIncluded,finalModel,manualReview,note
PAR-0139,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.D,"params_berger13.nacelle.parameterSources.D",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0140,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.K,"params_berger13.nacelle.parameterSources.K",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0141,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.betaMin,"params_berger13.nacelle.parameterSources.betaMin",RESEARCH_PLACEHOLDER,rad,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0142,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.betaMax,"params_berger13.nacelle.parameterSources.betaMax",RESEARCH_PLACEHOLDER,rad,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0143,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.betaDotLim,"params_berger13.nacelle.parameterSources.betaDotLim",RESEARCH_PLACEHOLDER,rad,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0144,BERGER13_RESEARCH_EXTENSION,nacelle.parameterSources.torqueLim,"params_berger13.nacelle.parameterSources.torqueLim",RESEARCH_PLACEHOLDER,N m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER N m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0145,BERGER13_RESEARCH_EXTENSION,nacelle.stiffnessImplemented,"params_berger13.nacelle.stiffnessImplemented",false,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0146,BERGER13_RESEARCH_EXTENSION,commandActuator.left.omegaN,"params_berger13.commandActuator.left.omegaN",4,rad/s,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",4 rad/s,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0147,BERGER13_RESEARCH_EXTENSION,commandActuator.left.zeta,"params_berger13.commandActuator.left.zeta",0.8,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.8 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0148,BERGER13_RESEARCH_EXTENSION,commandActuator.left.accelLim,"params_berger13.commandActuator.left.accelLim",0.523598775598,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.523598775598 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0149,BERGER13_RESEARCH_EXTENSION,commandActuator.left.rateScale,"params_berger13.commandActuator.left.rateScale",1,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",1 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0150,BERGER13_RESEARCH_EXTENSION,commandActuator.left.commandDelay,"params_berger13.commandActuator.left.commandDelay",0,m,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0 m,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0151,BERGER13_RESEARCH_EXTENSION,commandActuator.left.kinematicLock,"params_berger13.commandActuator.left.kinematicLock",false,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0152,BERGER13_RESEARCH_EXTENSION,commandActuator.left.commandFreeze,"params_berger13.commandActuator.left.commandFreeze",false,m,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",false m,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0153,BERGER13_RESEARCH_EXTENSION,commandActuator.left.frozenCommand,"params_berger13.commandActuator.left.frozenCommand",0.785398163397,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.785398163397 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0154,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSource,"params_berger13.commandActuator.left.parameterSource",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0155,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.omegaN,"params_berger13.commandActuator.left.parameterSources.omegaN",RESEARCH_PLACEHOLDER,rad/s,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad/s,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0156,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.zeta,"params_berger13.commandActuator.left.parameterSources.zeta",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0157,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.accelLim,"params_berger13.commandActuator.left.parameterSources.accelLim",RESEARCH_PLACEHOLDER,rad,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0158,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.rateScale,"params_berger13.commandActuator.left.parameterSources.rateScale",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0159,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.commandDelay,"params_berger13.commandActuator.left.parameterSources.commandDelay",RESEARCH_PLACEHOLDER,m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0160,BERGER13_RESEARCH_EXTENSION,commandActuator.left.parameterSources.faultFlags,"params_berger13.commandActuator.left.parameterSources.faultFlags",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0161,BERGER13_RESEARCH_EXTENSION,commandActuator.right.omegaN,"params_berger13.commandActuator.right.omegaN",4,rad/s,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",4 rad/s,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0162,BERGER13_RESEARCH_EXTENSION,commandActuator.right.zeta,"params_berger13.commandActuator.right.zeta",0.8,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.8 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0163,BERGER13_RESEARCH_EXTENSION,commandActuator.right.accelLim,"params_berger13.commandActuator.right.accelLim",0.523598775598,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.523598775598 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0164,BERGER13_RESEARCH_EXTENSION,commandActuator.right.rateScale,"params_berger13.commandActuator.right.rateScale",1,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",1 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0165,BERGER13_RESEARCH_EXTENSION,commandActuator.right.commandDelay,"params_berger13.commandActuator.right.commandDelay",0,m,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0 m,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0166,BERGER13_RESEARCH_EXTENSION,commandActuator.right.kinematicLock,"params_berger13.commandActuator.right.kinematicLock",false,1,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0167,BERGER13_RESEARCH_EXTENSION,commandActuator.right.commandFreeze,"params_berger13.commandActuator.right.commandFreeze",false,m,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",false m,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0168,BERGER13_RESEARCH_EXTENSION,commandActuator.right.frozenCommand,"params_berger13.commandActuator.right.frozenCommand",0.785398163397,rad,RESEARCH_PLACEHOLDER,GENERIC_ASSUMED,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.785398163397 rad,none (current code value),"",NaN,0,,,0,1,1,"Explicit Berger13 research placeholder; not Berger or XV-15 data."
PAR-0169,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSource,"params_berger13.commandActuator.right.parameterSource",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0170,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.omegaN,"params_berger13.commandActuator.right.parameterSources.omegaN",RESEARCH_PLACEHOLDER,rad/s,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad/s,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0171,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.zeta,"params_berger13.commandActuator.right.parameterSources.zeta",RESEARCH_PLACEHOLDER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0172,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.accelLim,"params_berger13.commandActuator.right.parameterSources.accelLim",RESEARCH_PLACEHOLDER,rad,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER rad,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0173,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.rateScale,"params_berger13.commandActuator.right.parameterSources.rateScale",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0174,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.commandDelay,"params_berger13.commandActuator.right.parameterSources.commandDelay",RESEARCH_PLACEHOLDER,m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",RESEARCH_PLACEHOLDER m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0175,BERGER13_RESEARCH_EXTENSION,commandActuator.right.parameterSources.faultFlags,"params_berger13.commandActuator.right.parameterSources.faultFlags",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ACTUATOR,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0176,BERGER13_RESEARCH_EXTENSION,movingComponents.left.mass,"params_berger13.movingComponents.left.mass",450,kg,DERIVED,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",450 kg,none (current code value),"",NaN,0,,,0,1,1,"Derived split or inherited generic moving-component assumption."
PAR-0177,BERGER13_RESEARCH_EXTENSION,movingComponents.right.mass,"params_berger13.movingComponents.right.mass",450,kg,DERIVED,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",450 kg,none (current code value),"",NaN,0,,,0,1,1,"Derived split or inherited generic moving-component assumption."
PAR-0178,BERGER13_RESEARCH_EXTENSION,movingComponents.radius,"params_berger13.movingComponents.radius",0.75,1,DERIVED,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",0.75 1,none (current code value),"",NaN,0,,,0,1,1,"Derived split or inherited generic moving-component assumption."
PAR-0179,BERGER13_RESEARCH_EXTENSION,movingComponents.parameterSources.leftMass,"params_berger13.movingComponents.parameterSources.leftMass",DERIVED,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",DERIVED 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0180,BERGER13_RESEARCH_EXTENSION,movingComponents.parameterSources.rightMass,"params_berger13.movingComponents.parameterSources.rightMass",DERIVED,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",DERIVED 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0181,BERGER13_RESEARCH_EXTENSION,movingComponents.parameterSources.radius,"params_berger13.movingComponents.parameterSources.radius",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0182,BERGER13_RESEARCH_EXTENSION,movingComponents.parameterSources.localInertia,"params_berger13.movingComponents.parameterSources.localInertia",UNKNOWN,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",UNKNOWN 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0183,BERGER13_RESEARCH_EXTENSION,movingComponents.localInertiaCorrectionImplemented,"params_berger13.movingComponents.localInertiaCorrectionImplemented",false,1,DERIVED,GENERIC_ASSUMED,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Derived split or inherited generic moving-component assumption."
PAR-0184,BERGER13_RESEARCH_EXTENSION,mechanics.actuatorReactionTorqueImplemented,"params_berger13.mechanics.actuatorReactionTorqueImplemented",true,m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",true m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0185,BERGER13_RESEARCH_EXTENSION,mechanics.nacelleRateGyroImplemented,"params_berger13.mechanics.nacelleRateGyroImplemented",true,m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",true m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0186,BERGER13_RESEARCH_EXTENSION,mechanics.iDotOmegaImplemented,"params_berger13.mechanics.iDotOmegaImplemented",false,rad/s,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false rad/s,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0187,BERGER13_RESEARCH_EXTENSION,mechanics.movingMassAccelerationImplemented,"params_berger13.mechanics.movingMassAccelerationImplemented",false,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0188,BERGER13_RESEARCH_EXTENSION,mechanics.transmissionHigherOrderImplemented,"params_berger13.mechanics.transmissionHigherOrderImplemented",false,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0189,BERGER13_RESEARCH_EXTENSION,mechanics.externalHingeTorqueImplemented,"params_berger13.mechanics.externalHingeTorqueImplemented",false,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0190,BERGER13_RESEARCH_EXTENSION,mechanics.mechanicalJamImplemented,"params_berger13.mechanics.mechanicalJamImplemented",false,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",false 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0191,BERGER13_RESEARCH_EXTENSION,mechanics.couplingBoundary,"params_berger13.mechanics.couplingBoundary",PRESCRIBED_NACELLE_MOTION_TO_RIGID_BODY_ONE_WAY,m,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",PRESCRIBED_NACELLE_MOTION_TO_RIGID_BODY_ONE_WAY m,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0192,BERGER13_RESEARCH_EXTENSION,linear.dx,"params_berger13.linear.dx",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,model/berger13/params_berger13.m,"explicit namespace-local declaration",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical differentiation metadata."
PAR-0193,BERGER13_RESEARCH_EXTENSION,linear.du,"params_berger13.linear.du",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;10;10],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,model/berger13/params_berger13.m,"explicit namespace-local declaration",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;10;10] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical differentiation metadata."
PAR-0194,BERGER13_RESEARCH_EXTENSION,linear.parameterSource,"params_berger13.linear.parameterSource",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0195,BERGER13_RESEARCH_EXTENSION,linearCommand.dx,"params_berger13.linearCommand.dx",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,model/berger13/params_berger13.m,"explicit namespace-local declaration",[0.05;0.05;0.05;0.001;0.001;0.001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical differentiation metadata."
PAR-0196,BERGER13_RESEARCH_EXTENSION,linearCommand.du,"params_berger13.linearCommand.du",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001],1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,NUMERICAL,model/berger13/params_berger13.m,"explicit namespace-local declaration",[0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001] 1,none (current code value),"",NaN,0,,,0,1,0,"Numerical differentiation metadata."
PAR-0197,BERGER13_RESEARCH_EXTENSION,linearCommand.parameterSource,"params_berger13.linearCommand.parameterSource",ASSUMED_MODEL_PARAMETER,1,ASSUMED_MODEL_PARAMETER,NUMERICAL_ONLY,ANALYSIS_GUARD,model/berger13/params_berger13.m,"explicit namespace-local declaration",ASSUMED_MODEL_PARAMETER 1,none (current code value),"",NaN,0,,,0,1,1,"Metadata, implementation flag, or claim-boundary field."
PAR-0198,XV15_PUBLIC_REFERENCE_PARTIAL,mass.m,"overlay.mass.m",5896.70081,kg,REFERENCE,XV15_DIRECT,MASS,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 11; printed 5; Section 3.1.1, aircraft weights",13000 lb,13000 lb * 0.45359237 kg/lb,"5896.70081",1.75181331609734,0,,,0,1,0,"design gross weight; One documented weight state; not basic or research-mission empty."
PAR-0199,XV15_PUBLIC_REFERENCE_PARTIAL,mass.I0,"overlay.mass.I0(1,1)",57486.6810093,kg m^2,REFERENCE,XV15_DIRECT,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3, roll inertia table",42400 slug ft^2,value * 1.3558179483314004 kg m^2/(slug ft^2),"57486.6810093",68.688399323135,0,,,0,1,0,"13000 lb, helicopter configuration; Diagonal only; cross inertia is not reported in this table."
PAR-0200,XV15_PUBLIC_REFERENCE_PARTIAL,mass.KI,"overlay.mass.KI(1,1)",1639.96697591,kg m^2/rad,DERIVED,XV15_DERIVED,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3 endpoint difference, roll",helicopter 42400; airplane 40500 slug ft^2,(I_helicopter-I_airplane)*1.3558179483314004/(pi/2),"1639.96697591",81.7069487126156,0,,,0,1,1,"linear interpolation imposed by current low-order inertia law; Derived endpoint slope; not evidence that the real variation is linear."
PAR-0201,XV15_PUBLIC_REFERENCE_PARTIAL,mass.I0,"overlay.mass.I0(2,2)",19388.1966611,kg m^2,REFERENCE,XV15_DIRECT,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3, pitch inertia table",14300 slug ft^2,value * 1.3558179483314004 kg m^2/(slug ft^2),"19388.1966611",54.7333180301955,0,,,0,1,0,"13000 lb, helicopter configuration; Diagonal only; cross inertia is not reported in this table."
PAR-0202,XV15_PUBLIC_REFERENCE_PARTIAL,mass.KI,"overlay.mass.KI(2,2)",949.454565002,kg m^2/rad,DERIVED,XV15_DERIVED,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3 endpoint difference, pitch",helicopter 14300; airplane 13200 slug ft^2,(I_helicopter-I_airplane)*1.3558179483314004/(pi/2),"949.454565002",47.3381856878328,0,,,0,1,1,"linear interpolation imposed by current low-order inertia law; Derived endpoint slope; not evidence that the real variation is linear."
